date,銘柄名,コード,業種,TOPIXに占める個別銘柄のウエイト,ニューインデックス区分,URL
2025/6/30,日立建機,6305,機械,0.000428,TOPIX Mid400,https://www.openwork.jp/a0910000000FrIy/analysis/
2025/6/30,ローツェ,6323,機械,0.000268,TOPIX Mid400,https://www.openwork.jp/a0910000000FrKp/analysis/
2025/6/30,荏原製作所,6361,機械,0.001426,TOPIX Mid400,https://www.openwork.jp/a0910000006AarC/analysis/
2025/6/30,栗田工業,6370,機械,0.000797,TOPIX Mid400,https://www.openwork.jp/a0910000000FrLT/analysis/
2025/6/30,ダイフク,6383,機械,0.00157,TOPIX Mid400,https://www.openwork.jp/a0910000000FrLe/analysis/
2025/6/30,タダノ,6395,機械,0.000138,TOPIX Mid400,https://www.openwork.jp/a0910000000FrLm/analysis/
2025/6/30,フジテック,6406,機械,0.000498,TOPIX Mid400,https://www.openwork.jp/a0910000000FrLu/analysis/
2025/6/30,ＳＡＮＫＹＯ,6417,機械,0.00077,TOPIX Mid400,https://www.openwork.jp/a0910000000FrM3/analysis/
2025/6/30,アマノ,6436,機械,0.000318,TOPIX Mid400,https://www.openwork.jp/a0910000000FrMG/analysis/
2025/6/30,ブラザー工業,6448,電気機器,0.000832,TOPIX Mid400,https://www.openwork.jp/a0910000000FrMN/analysis/
2025/6/30,グローリー,6457,機械,0.00022,TOPIX Mid400,https://www.openwork.jp/a0910000000FrMR/analysis/
2025/6/30,セガサミーホールディングス,6460,機械,0.000707,TOPIX Mid400,https://www.openwork.jp/a0910000002WzNi/analysis/
2025/6/30,ホシザキ,6465,機械,0.000801,TOPIX Mid400,https://www.openwork.jp/a0910000000G2KT/analysis/
2025/6/30,日本精工,6471,機械,0.000314,TOPIX Mid400,https://www.openwork.jp/a0910000000FrMc/analysis/
2025/6/30,ＮＴＮ,6472,機械,0.000135,TOPIX Mid400,https://www.openwork.jp/a0910000000FrMd/analysis/
2025/6/30,ジェイテクト,6473,機械,0.000245,TOPIX Mid400,https://www.openwork.jp/a0910000000FrMe/analysis/
2025/6/30,ミネベアミツミ,6479,電気機器,0.00092,TOPIX Mid400,https://www.openwork.jp/a0910000000FrMi/analysis/
2025/6/30,ＴＨＫ,6481,機械,0.000556,TOPIX Mid400,https://www.openwork.jp/a0910000000FrMk/analysis/
2025/6/30,富士電機,6504,電気機器,0.001011,TOPIX Mid400,https://www.openwork.jp/a0910000000FrN3/analysis/
2025/6/30,安川電機,6506,電気機器,0.000888,TOPIX Mid400,https://www.openwork.jp/a0910000000FrN5/analysis/
2025/6/30,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,6525,電気機器,0.000611,TOPIX Mid400,https://www.openwork.jp/a0C1000001DpdmA/analysis/
2025/6/30,ソシオネクスト,6526,電気機器,0.000693,TOPIX Mid400,https://www.openwork.jp/a0C1000000xAnXr/analysis/
2025/6/30,ベイカレント,6532,サービス業,0.001388,TOPIX Mid400,https://www.openwork.jp/a0910000000GVaN/analysis/
2025/6/30,マキタ,6586,機械,0.001385,TOPIX Mid400,https://www.openwork.jp/a0910000000FrNG/analysis/
2025/6/30,マブチモーター,6592,電気機器,0.000231,TOPIX Mid400,https://www.openwork.jp/a0910000000FrNK/analysis/
2025/6/30,ＪＶＣケンウッド,6632,電気機器,0.000228,TOPIX Mid400,https://www.openwork.jp/a0910000000FrQZ/analysis/
2025/6/30,オムロン,6645,電気機器,0.000892,TOPIX Mid400,https://www.openwork.jp/a0910000000FrNa/analysis/
2025/6/30,ジーエス・ユアサ　コーポレーション,6674,電気機器,0.000301,TOPIX Mid400,https://www.openwork.jp/a0C30000005Nhg1/analysis/
2025/6/30,サンケン電気,6707,電気機器,0.000206,TOPIX Mid400,https://www.openwork.jp/a0910000000FrPp/analysis/
2025/6/30,セイコーエプソン,6724,電気機器,0.000595,TOPIX Mid400,https://www.openwork.jp/a0910000000FrQ1/analysis/
2025/6/30,アルバック,6728,電気機器,0.000291,TOPIX Mid400,https://www.openwork.jp/a0910000000FrQ4/analysis/
2025/6/30,シャープ,6753,電気機器,0.000253,TOPIX Mid400,https://www.openwork.jp/a0910000000FrQO/analysis/
2025/6/30,アンリツ,6754,電気機器,0.000329,TOPIX Mid400,https://www.openwork.jp/a0910000000FrQP/analysis/
2025/6/30,アルプスアルパイン,6770,電気機器,0.000315,TOPIX Mid400,https://www.openwork.jp/a0910000000FrQe/analysis/
2025/6/30,ヒロセ電機,6806,電気機器,0.000635,TOPIX Mid400,https://www.openwork.jp/a0910000000FrR5/analysis/
2025/6/30,横河電機,6841,電気機器,0.001054,TOPIX Mid400,https://www.openwork.jp/a0910000000FrRa/analysis/
2025/6/30,アズビル,6845,電気機器,0.000892,TOPIX Mid400,https://www.openwork.jp/a0910000000FrRd/analysis/
2025/6/30,日本光電工業,6849,電気機器,0.00038,TOPIX Mid400,https://www.openwork.jp/a0910000006Kwqi/analysis/
2025/6/30,堀場製作所,6856,電気機器,0.000528,TOPIX Mid400,https://www.openwork.jp/a0910000000FrRl/analysis/
2025/6/30,スタンレー電気,6923,電気機器,0.000401,TOPIX Mid400,https://www.openwork.jp/a0910000000FrSf/analysis/
2025/6/30,ウシオ電機,6925,電気機器,0.000169,TOPIX Mid400,https://www.openwork.jp/a0910000000FrSh/analysis/
2025/6/30,日本電子,6951,電気機器,0.000252,TOPIX Mid400,https://www.openwork.jp/a0910000000FrT2/analysis/
2025/6/30,カシオ計算機,6952,電気機器,0.000218,TOPIX Mid400,https://www.openwork.jp/a0910000000FrT3/analysis/
2025/6/30,ローム,6963,電気機器,0.000824,TOPIX Mid400,https://www.openwork.jp/a0910000000FrTB/analysis/
2025/6/30,浜松ホトニクス,6965,電気機器,0.000726,TOPIX Mid400,https://www.openwork.jp/a0910000000FrTD/analysis/
2025/6/30,太陽誘電,6976,電気機器,0.000275,TOPIX Mid400,https://www.openwork.jp/a0910000000FrTL/analysis/
2025/6/30,日東電工,6988,化学,0.002191,TOPIX Mid400,https://www.openwork.jp/a0910000000FrTR/analysis/
2025/6/30,川崎重工業,7012,輸送用機器,0.002033,TOPIX Mid400,https://www.openwork.jp/a0910000000FrTg/analysis/
2025/6/30,ＩＨＩ,7013,機械,0.003135,TOPIX Mid400,https://www.openwork.jp/a0910000000FrTh/analysis/
2025/6/30,全国保証,7164,その他金融業,0.000412,TOPIX Mid400,https://www.openwork.jp/a0C1000000TYfnj/analysis/
2025/6/30,めぶきフィナンシャルグループ,7167,銀行業,0.000894,TOPIX Mid400,https://www.openwork.jp/a0910000000Frng/analysis/
2025/6/30,九州フィナンシャルグループ,7180,銀行業,0.000312,TOPIX Mid400,https://www.openwork.jp/a0910000000FroP/analysis/
2025/6/30,かんぽ生命保険,7181,保険業,0.000925,TOPIX Mid400,https://www.openwork.jp/a0C30000003WS4E/analysis/
2025/6/30,コンコルディア・フィナンシャルグループ,7186,銀行業,0.001191,TOPIX Mid400,https://www.openwork.jp/a0910000000Frnf/analysis/
2025/6/30,いすゞ自動車,7202,輸送用機器,0.00133,TOPIX Mid400,https://www.openwork.jp/a0910000000FrTq/analysis/
2025/6/30,日野自動車,7205,輸送用機器,0.000134,TOPIX Mid400,https://www.openwork.jp/a0910000000FrTs/analysis/
2025/6/30,三菱自動車工業,7211,輸送用機器,0.000387,TOPIX Mid400,https://www.openwork.jp/a0910000000FrTv/analysis/
2025/6/30,ＮＯＫ,7240,輸送用機器,0.000205,TOPIX Mid400,https://www.openwork.jp/a0910000000FrUJ/analysis/
2025/6/30,アイシン,7259,輸送用機器,0.000908,TOPIX Mid400,https://www.openwork.jp/a0910000000FrWA/analysis/
2025/6/30,マツダ,7261,輸送用機器,0.000661,TOPIX Mid400,https://www.openwork.jp/a0910000000FrWC/analysis/
2025/6/30,ヤマハ発動機,7272,輸送用機器,0.001119,TOPIX Mid400,https://www.openwork.jp/a0910000000FrWN/analysis/
2025/6/30,小糸製作所,7276,電気機器,0.000442,TOPIX Mid400,https://www.openwork.jp/a0910000000FrWQ/analysis/
2025/6/30,豊田合成,7282,輸送用機器,0.000201,TOPIX Mid400,https://www.openwork.jp/a0910000000FrWV/analysis/
2025/6/30,テイ・エス　テック,7313,輸送用機器,0.000155,TOPIX Mid400,https://www.openwork.jp/a0910000000FrWm/analysis/
2025/6/30,ひろぎんホールディングス,7337,銀行業,0.000409,TOPIX Mid400,https://www.openwork.jp/a0910000000FroG/analysis/
2025/6/30,良品計画,7453,小売業,0.00198,TOPIX Mid400,https://www.openwork.jp/a0910000000FrXP/analysis/
2025/6/30,第一興商,7458,卸売業,0.000164,TOPIX Mid400,https://www.openwork.jp/a0910000000FrXT/analysis/
2025/6/30,メディパルホールディングス,7459,卸売業,0.000664,TOPIX Mid400,https://www.openwork.jp/a0C1000000RNdj6/analysis/
2025/6/30,アズワン,7476,卸売業,0.000191,TOPIX Mid400,https://www.openwork.jp/a0910000000FrXi/analysis/
2025/6/30,パン・パシフィック・インターナショナルホールディングス,7532,小売業,0.002624,TOPIX Mid400,https://www.openwork.jp/a0910000000FrYP/analysis/
2025/6/30,ゼンショーホールディングス,7550,小売業,0.0013,TOPIX Mid400,https://www.openwork.jp/a0C1000000kSNbH/analysis/
2025/6/30,コロワイド,7616,小売業,0.00028,TOPIX Mid400,https://www.openwork.jp/a0910000000Frb6/analysis/
2025/6/30,スギホールディングス,7649,小売業,0.000464,TOPIX Mid400,https://www.openwork.jp/a0910000000FrbZ/analysis/
2025/6/30,島津製作所,7701,精密機器,0.001272,TOPIX Mid400,https://www.openwork.jp/a0910000000Frbc/analysis/
2025/6/30,東京精密,7729,精密機器,0.000488,TOPIX Mid400,https://www.openwork.jp/a0910000000Frc2/analysis/
2025/6/30,マニー,7730,精密機器,0.000122,TOPIX Mid400,https://www.openwork.jp/a0910000000Frc3/analysis/
2025/6/30,ニコン,7731,精密機器,0.000548,TOPIX Mid400,https://www.openwork.jp/a0910000000Frc4/analysis/
2025/6/30,トプコン,7732,精密機器,0.000459,TOPIX Mid400,https://www.openwork.jp/a0910000000Frc5/analysis/
2025/6/30,ＳＣＲＥＥＮホールディングス,7735,電気機器,0.001216,TOPIX Mid400,https://www.openwork.jp/a0910000000Frc8/analysis/
2025/6/30,朝日インテック,7747,精密機器,0.000689,TOPIX Mid400,https://www.openwork.jp/a0910000000FrcH/analysis/
2025/6/30,リコー,7752,電気機器,0.000864,TOPIX Mid400,https://www.openwork.jp/a0910000000FrcM/analysis/
2025/6/30,パイロットコーポレーション,7846,その他製品,0.000154,TOPIX Mid400,https://www.openwork.jp/a0910000000FreY/analysis/
2025/6/30,タカラトミー,7867,その他製品,0.000338,TOPIX Mid400,https://www.openwork.jp/a0910000000Freq/analysis/
2025/6/30,ＴＯＰＰＡＮホールディングス,7911,その他製品,0.001178,TOPIX Mid400,https://www.openwork.jp/a0910000000FrfS/analysis/
2025/6/30,大日本印刷,7912,その他製品,0.001063,TOPIX Mid400,https://www.openwork.jp/a0910000000FrfT/analysis/
2025/6/30,アシックス,7936,その他製品,0.003252,TOPIX Mid400,https://www.openwork.jp/a0910000000Frfn/analysis/
2025/6/30,ヤマハ,7951,その他製品,0.000437,TOPIX Mid400,https://www.openwork.jp/a0910000000Frg0/analysis/
2025/6/30,ピジョン,7956,その他製品,0.000276,TOPIX Mid400,https://www.openwork.jp/a0910000000Frg5/analysis/
2025/6/30,コクヨ,7984,その他製品,0.00039,TOPIX Mid400,https://www.openwork.jp/a0910000000FrgR/analysis/
2025/6/30,ニフコ,7988,化学,0.000317,TOPIX Mid400,https://www.openwork.jp/a0910000000FrgV/analysis/
2025/6/30,長瀬産業,8012,卸売業,0.000311,TOPIX Mid400,https://www.openwork.jp/a0910000000Frgn/analysis/
2025/6/30,豊田通商,8015,卸売業,0.002571,TOPIX Mid400,https://www.openwork.jp/a0910000000Frgq/analysis/
2025/6/30,兼松,8020,卸売業,0.000301,TOPIX Mid400,https://www.openwork.jp/a0910000000Frgu/analysis/
2025/6/30,ＢＩＰＲＯＧＹ,8056,情報・通信業,0.000505,TOPIX Mid400,https://www.openwork.jp/a0910000000FrhM/analysis/
2025/6/30,キヤノンマーケティングジャパン,8060,卸売業,0.000272,TOPIX Mid400,https://www.openwork.jp/a0910000000Frj2/analysis/
2025/6/30,ニプロ,8086,精密機器,0.000263,TOPIX Mid400,https://www.openwork.jp/a0910000000FrjN/analysis/
2025/6/30,岩谷産業,8088,卸売業,0.000398,TOPIX Mid400,https://www.openwork.jp/a0910000000FrjP/analysis/
2025/6/30,ゴールドウイン,8111,繊維製品,0.000356,TOPIX Mid400,https://www.openwork.jp/a0910000000Frjh/analysis/
2025/6/30,東邦ホールディングス,8129,卸売業,0.000315,TOPIX Mid400,https://www.openwork.jp/a0C1000000PU3On/analysis/
2025/6/30,サンリオ,8136,卸売業,0.001482,TOPIX Mid400,https://www.openwork.jp/a0910000000Frk2/analysis/
2025/6/30,日本瓦斯,8174,小売業,0.000332,TOPIX Mid400,https://www.openwork.jp/a0910000000FrkY/analysis/
2025/6/30,しまむら,8227,小売業,0.000622,TOPIX Mid400,https://www.openwork.jp/a0910000000Frmk/analysis/
2025/6/30,高島屋,8233,小売業,0.000396,TOPIX Mid400,https://www.openwork.jp/a0910000000Frmo/analysis/
2025/6/30,エイチ・ツー・オー　リテイリング,8242,小売業,0.000241,TOPIX Mid400,https://www.openwork.jp/a0910000000Frmt/analysis/
2025/6/30,丸井グループ,8252,小売業,0.000469,TOPIX Mid400,https://www.openwork.jp/a0910000002Wx5E/analysis/
2025/6/30,クレディセゾン,8253,その他金融業,0.000602,TOPIX Mid400,https://www.openwork.jp/a0910000000Frn2/analysis/
2025/6/30,イズミ,8273,小売業,0.000132,TOPIX Mid400,https://www.openwork.jp/a0910000000FrnE/analysis/
2025/6/30,ヤオコー,8279,小売業,0.000295,TOPIX Mid400,https://www.openwork.jp/a0910000000FrnJ/analysis/
2025/6/30,ケーズホールディングス,8282,小売業,0.000237,TOPIX Mid400,https://www.openwork.jp/a0910000000FrnL/analysis/
2025/6/30,ＰＡＬＴＡＣ,8283,卸売業,0.000165,TOPIX Mid400,https://www.openwork.jp/a0910000000G28j/analysis/
2025/6/30,あおぞら銀行,8304,銀行業,0.000364,TOPIX Mid400,https://www.openwork.jp/a0910000000FrnV/analysis/
2025/6/30,千葉銀行,8331,銀行業,0.000995,TOPIX Mid400,https://www.openwork.jp/a0910000000Frne/analysis/
2025/6/30,群馬銀行,8334,銀行業,0.0005,TOPIX Mid400,https://www.openwork.jp/a0910000000Frnh/analysis/
2025/6/30,七十七銀行,8341,銀行業,0.000384,TOPIX Mid400,https://www.openwork.jp/a0910000000Frnn/analysis/
2025/6/30,ふくおかフィナンシャルグループ,8354,銀行業,0.000819,TOPIX Mid400,https://www.openwork.jp/a0910000000HBnU/analysis/
2025/6/30,八十二銀行,8359,銀行業,0.000642,TOPIX Mid400,https://www.openwork.jp/a0910000000Fro0/analysis/
2025/6/30,ほくほくフィナンシャルグループ,8377,銀行業,0.000375,TOPIX Mid400,https://www.openwork.jp/a0C3000000776iC/analysis/
2025/6/30,セブン銀行,8410,銀行業,0.00023,TOPIX Mid400,https://www.openwork.jp/a0910000000G1QY/analysis/
2025/6/30,山口フィナンシャルグループ,8418,銀行業,0.000371,TOPIX Mid400,https://www.openwork.jp/a0910000000Froe/analysis/
2025/6/30,芙蓉総合リース,8424,その他金融業,0.000262,TOPIX Mid400,https://www.openwork.jp/a0910000000Frog/analysis/
2025/6/30,東京センチュリー,8439,その他金融業,0.000296,TOPIX Mid400,https://www.openwork.jp/a0C30000002xdtB/analysis/
2025/6/30,ＳＢＩホールディングス,8473,証券、商品先物取引業,0.001975,TOPIX Mid400,https://www.openwork.jp/a0910000000From/analysis/
2025/6/30,イオンフィナンシャルサービス,8570,その他金融業,0.00018,TOPIX Mid400,https://www.openwork.jp/a0C1000000TZ6Q2/analysis/
2025/6/30,アコム,8572,その他金融業,0.000248,TOPIX Mid400,https://www.openwork.jp/a0910000000FrpT/analysis/
2025/6/30,三菱ＨＣキャピタル,8593,その他金融業,0.001296,TOPIX Mid400,https://www.openwork.jp/a0910000000Frpg/analysis/
2025/6/30,ジャフコ　グループ,8595,証券、商品先物取引業,0.000179,TOPIX Mid400,https://www.openwork.jp/a0910000000Frpi/analysis/
2025/6/30,大和証券グループ本社,8601,証券、商品先物取引業,0.001786,TOPIX Mid400,https://www.openwork.jp/a0910000000GAPt/analysis/
2025/6/30,Ｔ＆Ｄホールディングス,8795,保険業,0.002075,TOPIX Mid400,https://www.openwork.jp/a0910000000G1V8/analysis/
2025/6/30,東京建物,8804,不動産業,0.000547,TOPIX Mid400,https://www.openwork.jp/a0910000000Frr1/analysis/
2025/6/30,リログループ,8876,サービス業,0.000242,TOPIX Mid400,https://www.openwork.jp/a0910000000Frra/analysis/
2025/6/30,東武鉄道,9001,陸運業,0.000649,TOPIX Mid400,https://www.openwork.jp/a0910000000FrtN/analysis/
2025/6/30,相鉄ホールディングス,9003,陸運業,0.000186,TOPIX Mid400,https://www.openwork.jp/a0910000000FrtO/analysis/
2025/6/30,東急,9005,陸運業,0.00119,TOPIX Mid400,https://www.openwork.jp/a0C1000001OlamI/analysis/
2025/6/30,京浜急行電鉄,9006,陸運業,0.00046,TOPIX Mid400,https://www.openwork.jp/a0910000000FrtQ/analysis/
2025/6/30,小田急電鉄,9007,陸運業,0.00069,TOPIX Mid400,https://www.openwork.jp/a0910000000FrtR/analysis/
2025/6/30,京王電鉄,9008,陸運業,0.000427,TOPIX Mid400,https://www.openwork.jp/a0910000000FrtS/analysis/
2025/6/30,京成電鉄,9009,陸運業,0.000582,TOPIX Mid400,https://www.openwork.jp/a0910000000FrtT/analysis/
2025/6/30,東京地下鉄,9023,陸運業,0.000926,TOPIX Mid400,https://www.openwork.jp/a0910000002ns1V/analysis/
2025/6/30,西武ホールディングス,9024,陸運業,0.001392,TOPIX Mid400,https://www.openwork.jp/a0C1000000XyN4I/analysis/
2025/6/30,西日本鉄道,9031,陸運業,0.000146,TOPIX Mid400,https://www.openwork.jp/a0910000000Frtf/analysis/
2025/6/30,近鉄グループホールディングス,9041,陸運業,0.000723,TOPIX Mid400,https://www.openwork.jp/a0910000000Frtn/analysis/
2025/6/30,阪急阪神ホールディングス,9042,陸運業,0.001285,TOPIX Mid400,https://www.openwork.jp/a0910000000Frto/analysis/
2025/6/30,南海電気鉄道,9044,陸運業,0.00024,TOPIX Mid400,https://www.openwork.jp/a0910000000Frtp/analysis/
2025/6/30,京阪ホールディングス,9045,陸運業,0.000416,TOPIX Mid400,https://www.openwork.jp/a0910000000Frtq/analysis/
2025/6/30,名古屋鉄道,9048,陸運業,0.000445,TOPIX Mid400,https://www.openwork.jp/a0910000000Frtt/analysis/
2025/6/30,ヤマトホールディングス,9064,陸運業,0.00058,TOPIX Mid400,https://www.openwork.jp/a0910000000Fru7/analysis/
2025/6/30,山九,9065,陸運業,0.000437,TOPIX Mid400,https://www.openwork.jp/a0910000000Fru8/analysis/
2025/6/30,ニッコンホールディングス,9072,陸運業,0.000451,TOPIX Mid400,https://www.openwork.jp/a0C1000000vPT6t/analysis/
2025/6/30,セイノーホールディングス,9076,陸運業,0.000269,TOPIX Mid400,https://www.openwork.jp/a0C1000000RMhMQ/analysis/
2025/6/30,川崎汽船,9107,海運業,0.001088,TOPIX Mid400,https://www.openwork.jp/a0910000000FruT/analysis/
2025/6/30,九州旅客鉄道,9142,陸運業,0.000705,TOPIX Mid400,https://www.openwork.jp/a0910000000G0wo/analysis/
2025/6/30,ＳＧホールディングス,9143,陸運業,0.000667,TOPIX Mid400,https://www.openwork.jp/a0C1000000WOufC/analysis/
2025/6/30,ＮＩＰＰＯＮ　ＥＸＰＲＥＳＳホールディングス,9147,陸運業,0.000769,TOPIX Mid400,https://www.openwork.jp/a0910000000Fru5/analysis/
2025/6/30,日本航空,9201,空運業,0.001666,TOPIX Mid400,https://www.openwork.jp/a0910000000Hsh1/analysis/
2025/6/30,三菱倉庫,9301,倉庫・運輸関連業,0.00029,TOPIX Mid400,https://www.openwork.jp/a0910000000Frur/analysis/
2025/6/30,上組,9364,倉庫・運輸関連業,0.000435,TOPIX Mid400,https://www.openwork.jp/a0910000000FrvM/analysis/
2025/6/30,ＴＢＳホールディングス,9401,情報・通信業,0.00062,TOPIX Mid400,https://www.openwork.jp/a0910000002WTMS/analysis/
2025/6/30,日本テレビホールディングス,9404,情報・通信業,0.000735,TOPIX Mid400,https://www.openwork.jp/a0910000000Frvf/analysis/
2025/6/30,光通信,9435,情報・通信業,0.001221,TOPIX Mid400,https://www.openwork.jp/a0910000000Frvw/analysis/
2025/6/30,ＧＭＯインターネットグループ,9449,情報・通信業,0.000289,TOPIX Mid400,https://www.openwork.jp/a0910000000Frw7/analysis/
2025/6/30,ＫＡＤＯＫＡＷＡ,9468,情報・通信業,0.000509,TOPIX Mid400,https://www.openwork.jp/a0C1000000lN4lD/analysis/
2025/6/30,東京電力ホールディングス,9501,電気・ガス業,0.001,TOPIX Mid400,https://www.openwork.jp/a0910000000FrwI/analysis/
2025/6/30,中部電力,9502,電気・ガス業,0.001624,TOPIX Mid400,https://www.openwork.jp/a0910000000FrwJ/analysis/
2025/6/30,関西電力,9503,電気・ガス業,0.002063,TOPIX Mid400,https://www.openwork.jp/a0910000000FrwK/analysis/
2025/6/30,中国電力,9504,電気・ガス業,0.000307,TOPIX Mid400,https://www.openwork.jp/a0910000000FrwL/analysis/
2025/6/30,北陸電力,9505,電気・ガス業,0.000182,TOPIX Mid400,https://www.openwork.jp/a0910000000FrwM/analysis/
2025/6/30,東北電力,9506,電気・ガス業,0.000685,TOPIX Mid400,https://www.openwork.jp/a0910000000FrwN/analysis/
2025/6/30,四国電力,9507,電気・ガス業,0.000278,TOPIX Mid400,https://www.openwork.jp/a0910000000FrwO/analysis/
2025/6/30,九州電力,9508,電気・ガス業,0.000735,TOPIX Mid400,https://www.openwork.jp/a0910000000FrwP/analysis/
2025/6/30,北海道電力,9509,電気・ガス業,0.000195,TOPIX Mid400,https://www.openwork.jp/a0910000000FrwQ/analysis/
2025/6/30,電源開発,9513,電気・ガス業,0.000458,TOPIX Mid400,https://www.openwork.jp/a0C30000005igek/analysis/
2025/6/30,東京瓦斯,9531,電気・ガス業,0.00214,TOPIX Mid400,https://www.openwork.jp/a0910000000FrwU/analysis/
2025/6/30,大阪瓦斯,9532,電気・ガス業,0.001768,TOPIX Mid400,https://www.openwork.jp/a0910000000FrwV/analysis/
2025/6/30,東邦瓦斯,9533,電気・ガス業,0.000365,TOPIX Mid400,https://www.openwork.jp/a0910000000FrwW/analysis/
2025/6/30,東宝,9602,情報・通信業,0.001248,TOPIX Mid400,https://www.openwork.jp/a0910000000Frwj/analysis/
2025/6/30,ＮＴＴデータグループ,9613,情報・通信業,0.002596,TOPIX Mid400,https://www.openwork.jp/a0910000000Frwt/analysis/
2025/6/30,共立メンテナンス,9616,サービス業,0.000281,TOPIX Mid400,https://www.openwork.jp/a0910000000Frwv/analysis/
2025/6/30,アインホールディングス,9627,小売業,0.000143,TOPIX Mid400,https://www.openwork.jp/a0910000000Frx3/analysis/
2025/6/30,スクウェア・エニックス・ホールディングス,9684,情報・通信業,0.001347,TOPIX Mid400,https://www.openwork.jp/a0910000000FrzL/analysis/
2025/6/30,カプコン,9697,情報・通信業,0.002434,TOPIX Mid400,https://www.openwork.jp/a0910000000FrzU/analysis/
2025/6/30,日本空港ビルデング,9706,不動産業,0.000397,TOPIX Mid400,https://www.openwork.jp/a0C1000000hXTB8/analysis/
2025/6/30,ＳＣＳＫ,9719,情報・通信業,0.000881,TOPIX Mid400,https://www.openwork.jp/a0910000000Frzk/analysis/
2025/6/30,メイテックグループホールディングス,9744,サービス業,0.000298,TOPIX Mid400,https://www.openwork.jp/a0910000000Fs03/analysis/
2025/6/30,ＮＳＤ,9759,情報・通信業,0.000341,TOPIX Mid400,https://www.openwork.jp/a0910000000Fs0F/analysis/
2025/6/30,コナミグループ,9766,情報・通信業,0.002121,TOPIX Mid400,https://www.openwork.jp/a0910000000Fs0L/analysis/
2025/6/30,ヤマダホールディングス,9831,小売業,0.000365,TOPIX Mid400,https://www.openwork.jp/a0C2x000008y1XQ/analysis/
2025/6/30,吉野家ホールディングス,9861,小売業,0.000321,TOPIX Mid400,https://www.openwork.jp/a0910000000Fs30/analysis/
2025/6/30,因幡電機産業,9934,卸売業,0.000291,TOPIX Mid400,https://www.openwork.jp/a0910000000Fs3q/analysis/
2025/6/30,ミスミグループ本社,9962,卸売業,0.000764,TOPIX Mid400,https://www.openwork.jp/a0910000000Fs4D/analysis/
2025/6/30,スズケン,9987,卸売業,0.000417,TOPIX Mid400,https://www.openwork.jp/a0910000000Fs4Y/analysis/
2025/6/30,サンドラッグ,9989,小売業,0.000398,TOPIX Mid400,https://www.openwork.jp/a0910000000Fs4Z/analysis/
